Index,Value
151,31.654431032716328
152,22.383062837835986
153,30.030030030030026
154,20.02002002001888
155,20.02002002002059
156,20.02002002002059
157,31.654431032716328
158,31.654431032716328
159,20.02002002001888
160,14.156291915647
161,10.01001001000944
162,22.383062837835986
163,22.38306283783522
164,10.010010010011147
165,10.01001001000944
166,10.01001001000944
167,10.010010010011147
168,0.0
169,14.15629191564579
170,14.15629191564579
171,14.156291915647
172,20.02002002002059
173,0.0
174,10.010010010011147
175,10.01001001000944
176,22.38306283783446
177,14.156291915647
178,14.15629191564579
179,10.01001001000944
180,10.01001001000944
181,10.010010010011147
182,14.15629191564579
183,20.02002002002059
184,14.15629191564579
185,14.15629191564579
186,10.010010010011147
187,20.02002002001888
188,30.030030030030026
189,30.030030030030026
190,20.02002002002059
191,20.02002002002059
192,22.38306283783446
193,31.654431032716328
194,30.030030030030026
195,31.654431032716328
196,22.383062837835986
197,20.02002002002059
198,20.02002002001888
199,40.04004004004118
200,40.040040040039464
201,50.050050050050615
202,30.030030030030026
203,30.030030030030026
204,30.030030030030026
205,40.040040040039464
206,50.050050050050615
207,50.05005005004891
208,40.04004004004118
209,30.030030030030026
210,30.030030030030026
211,50.05005005004891
212,60.88851381679889
213,51.04123637230059
214,31.654431032716868
215,31.654431032716868
216,41.27232858476068
217,60.06006006006005
218,60.06006006006005
219,60.06006006006005
220,41.27232858476233
221,40.040040040039464
222,40.040040040039464
223,60.88851381679889
224,50.050050050050615
225,50.050050050050615
226,31.654431032716328
227,40.040040040039464
228,40.040040040039464
229,60.06006006006005
230,60.060060060060906
231,60.0600600600592
232,40.04004004004032
233,31.654431032716328
234,31.654431032716328
235,51.04123637230009
236,51.04123637230092
237,50.050050050050615
238,30.030030030030026
239,40.040040040039464
240,31.654431032716328
241,51.04123637229975
242,41.2723285847615
243,40.040040040039464
244,20.02002002002059
245,30.030030030030026
246,20.02002002002059
247,40.040040040039464
248,31.654431032716328
249,41.27232858476068
250,22.383062837835986
251,22.383062837835986
252,20.020020020019732
253,22.383062837836746
254,14.15629191564579
255,14.156291915646394
256,10.010010010010294
257,10.01001001000944
258,14.156291915646394
259,10.010010010010294
260,10.010010010010294
261,10.010010010010294
262,14.15629191564579
263,14.156291915647
264,14.156291915647
265,14.156291915646394
266,10.01001001000944
267,22.383062837836366
268,22.38306283783484
269,10.010010010010294
270,14.15629191564579
271,14.15629191564579
272,20.02002002002059
273,20.02002002002059
274,20.020020020019732
275,20.020020020019732
276,20.020020020019732
277,30.03003003003088
278,40.040040040039464
279,40.04004004004032
280,30.030030030030026
281,20.020020020019732
282,30.030030030030026
283,40.040040040039464
284,50.050050050050615
285,40.040040040039464
286,30.030030030030026
287,22.383062837836746
288,40.04004004004032
289,50.05005005004976
290,60.88851381679918
291,40.04004004004032
292,30.030030030030026
293,31.654431032716868
294,41.2723285847615
295,60.06006006006005
296,60.88851381679889
297,60.88851381679918
298,40.040040040039464
299,31.654431032716868
300,40.040040040039464
301,60.06006006006005
302,70.78145957823426
303,60.06006006006005
304,40.040040040039464
305,20.02002002002059
306,0.0
307,0.0
308,0.0
